sampleID	measurement1	measurement2	measurement3
5-D42AM	33889860205.3809	62455455846.46350	68739138660.02060
5-D42PM	51420412454.809000	68379725459.34520	77187322819.3069
5-D43AM	15692838968.022500	21867469021.207500	44402058014.466200
5-D43PM	16236442755.079900	27725949064.501200	39465139120.42810
5-D44AM	8036552516.596330	25758695716.57310	8900809219.381500
5-D44PM	43572954971.23650	44544390890.52930	28834735317.021600
5-D45AM	30440009382.125300	14063468734.44860	28017517527.679400
5-D45PM	27871155876.29670	39700816736.39410	40442833708.442100
5-D46	15169928208.92860	35845203354.365200	14530123297.484300
5-D47	25829131095.546200	14379176276.997400	32303761416.341600
5-D4AM	17358299591.33520	25545492362.999700	43499511892.0529
5-D4PM	38673251331.82740	65895561609.53770	37613147946.05350
5-D5	22472169831.90470	13785678969.205500	24994397239.77600
5-D50AM	36875696703.830600	14249895860.760700	49453164234.78270
5-D50PM	43652771551.20440	46296033106.556900	35068233038.496000
5-D51AM	15916338471.63040	9091024681.580800	18636867282.372900
5-D51PM	16176108122.913100	39690892192.89670	39415016569.40090
5-D52AM	10543448733.197500	21310077240.666700	16658981556.77190
5-D52PM	20704900835.63590	44422474438.80600	30161070619.006400
5-D53	12481424096.716600	14137014376.413300	28133837841.58220
5-D54	3367723349.1073500	4332127167.162420	6642643303.669090
5-D57AM	42111271891.54350	57489534196.757800	64072338696.28660
5-D57PM	48594445603.69680	90896970424.9789	102381450206.69400
5-D58AM	114228125696.19200	200929144418.17600	189397494187.99100
5-D58PM	240818365726.20400	300394639826.22700	379738908481.98400
5-D59AM	51234063163.151800	117200297537.33900	106984802414.42500
5-D59PM	113172933841.26100	105818516900.13800	160976916371.09700
5-D6	36009720653.18270	63945938779.72690	85070303503.76310
5-D60AM	54900239765.10690	103708617394.58900	122680732406.53500
5-D60PM	130483779731.79000	72915135752.8864	137552854466.40800
5-D61	91537618935.39250	142633725573.28500	166985088774.4310
5-D62	104562873961.67000	116752263739.72400	155198411808.56700
5-D63	53811568832.190600	59533375547.336200	94474425787.22070
5-D64AM	61864359019.55240	117617965772.19200	113392170529.43300
5-D64PM	56401672660.17510	112417270871.92300	115569496500.53900
5-D7	58510286696.39370	78810305332.19180	35397821057.11160
5-D8	24516193361.57290	54736700180.94690	52844275938.8757
5-D9	50886522819.89010	64139017664.908500	66217177233.93480
6-D0AM	7090394.459211660	19063531.231306700	9145011.966100050
6-D0PM	27493632355.99210	38249805024.67930	46841199846.74080
6-D10	96952911341.46920	160300048733.77600	203962003445.95900
6-D11	155156779404.6990	212049462985.997	248603667327.46200
6-D14	55784726914.28340	86154082443.94870	90212800163.47510
6-D16	102541803008.36400	177242747513.51200	192664438281.27400
6-D18	31844897344.08900	86300076771.27320	56344759453.293500
6-D1AM	4336746535.431500	8576650934.556790	6635881279.361370
6-D1PM	1061309422.1463600	1615512073.3397700	2267917333.2788400
6-D21AM	61917558336.97730	90968995812.63940	115114472044.00600
6-D21PM	46436049645.06880	79123613055.11060	96837439929.13940
6-D22AM	52548011253.20240	52099157715.39250	88302560823.59650
6-D22PM	72883367437.70840	108269081674.60500	168688747967.09800
6-D23AM	32570603739.361600	45522091843.52970	38893188875.698100
6-D23PM	64763882937.223100	130558212869.59800	149139576096.9930
6-D24	53584854196.05640	103108800054.79500	127507127116.78800
6-D25	134893155484.75000	253831136097.3630	214417537970.43400
6-D28AM	114816803324.29800	173533596449.8690	153200635918.7930
6-D28PM	291283678721.64300	313482913680.8100	391597335638.8820
6-D29AM	216363792156.89800	361169364311.1190	415200918738.5300
6-D29PM	94694749505.24180	133314522014.53400	91163944664.7262
6-D2AM	35124328279.935900	34232580070.034200	38321841099.36260
6-D2PM	14130758434.72050	26593969831.8713	25543020456.55520
6-D30AM	402326582701.1740	375467102734.97100	318081285530.8290
6-D30PM	129535105985.11100	234510311237.5580	233703562820.67200
6-D31AM	170507674018.25200	259616337495.3820	256369780838.8800
6-D31PM	334124582718.62700	448551408139.9260	446745457682.45800
6-D32	60861993764.665400	80274577704.90140	77937924884.88440
6-D33	104633651688.43100	120212460752.65800	169043282949.99900
6-D35AM	84094744527.62210	162840639575.79400	89871969051.32650
6-D35PM	50363094942.22740	77086508867.10030	111084105358.93500
6-D36AM	413804253723.50900	469485391818.7820	504021571240.12200
6-D36PM	548357173501.7400	718175396030.9940	1003933365208.5500
6-D37AM	82828645068.23660	172076227423.86700	128257528728.10300
6-D37PM	41455204453.12920	89565189390.97060	94052644136.7645
6-D38	51966160036.52680	33456145116.494200	74807182657.50810
6-D39	32871937625.74160	44089321824.2341	42088802895.90770
6-D3AM	24635347552.326000	33921004416.142300	61128051102.839
6-D3PM	22434193428.87500	55110056016.849000	54778890935.16320
6-D42AM	58343502432.97370	76560719401.77440	112535789376.3910
6-D42PM	24987660528.51770	46046427233.58140	47449079881.20730
6-D43AM	63366942198.73190	57157841945.42840	91595088066.02360
6-D43PM	13412698455.046000	23469134419.093200	23223784244.814300
6-D44AM	14100478234.342800	7971999017.815240	12556029185.157400
6-D44PM	50504848306.95610	74641049162.32490	97721002142.09920
6-D45AM	8113538696.780620	12955534937.987100	19415982650.50180
6-D45PM	11511957960.8275	22438696581.658700	27667808233.120300
6-D46	10188650126.844700	16447974217.657200	19054448250.544600
6-D47	16293313654.044100	9045748167.124610	20774197540.246800
6-D4AM	58849849267.46280	65810748033.003400	92851525803.99420
6-D4PM	137162401791.10300	81687811876.03510	144509237172.43200
6-D5	27303821391.01680	12184844723.60390	28927129233.43730
6-D50AM	29029424105.634000	45389378094.73730	54221289947.91330
6-D50PM	10850491838.701400	21951462868.05780	24474711272.346300
6-D51AM	24396696081.611700	15740545546.98760	21519797371.499900
6-D51PM	60468879193.076200	20227294896.869800	60826339011.736700
6-D52AM	18840054639.093000	26664468128.14880	22220072482.226300
6-D52PM	13386954900.123500	27103756492.25390	36099320039.15340
6-D53	36774941506.25210	50782400625.386200	64507795870.31840
6-D54	6954557943.320570	8248168007.551920	16315421910.591500
6-D57AM	56322125935.006	115851976490.21300	131827763905.36900
6-D57PM	61474766317.68360	93890804505.90300	84715236950.52560
6-D58AM	20664572982.96160	40819905502.40990	55576436686.27170
6-D58PM	56073086025.38980	98459361739.5358	88782640258.09930
6-D59AM	15496830327.468500	29525037337.916400	36856263872.901500
6-D59PM	15705573203.329000	22520114923.49880	24789440418.338500
6-D6	27700214651.329700	61855275603.11280	30358145759.08900
6-D60AM	31121911262.759600	44384368361.96030	45557376465.46740
6-D60PM	32320165279.61740	44826803605.7326	44270489671.17110
6-D61	39407667716.68810	68633425814.99690	81002362757.59020
6-D62	119672054814.6200	161756804209.3600	94161559521.23360
6-D63	23835105474.66350	73943646248.55870	71845770797.36530
6-D64AM	33263030277.095400	68596276281.36340	81900160386.86710
6-D64PM	74998626063.08280	19140287010.776600	64566416496.56590
6-D7	74566910037.30480	120366794784.21300	110955973381.13800
6-D8	43481725815.186800	105112850463.2470	103570976636.7580
6-D9	122774266497.32700	230273188508.14700	160132809765.88400
7-D0AM	20983963.19043120	31457269.556771200	29095617.260647800
7-D0PM	8180634658.688500	8757252391.768680	12953320354.289500
7-D10	164848974661.6800	189196259744.07500	204406082511.92200
7-D11	40002906868.143400	62040483303.11130	97420270739.62180
7-D14	59225864311.662600	101071120519.54900	108485852373.04400
7-D16	59084388484.55480	125641144702.59200	85201095119.24450
7-D18	65079245823.33710	113535454543.69700	134382046212.66900
7-D1AM	48199686569.80170	52602905288.93630	60759581869.10530
7-D1PM	197296004849.2920	273620617683.3660	184872533308.85200
7-D21AM	164917770233.4730	168763056859.36400	221016777409.75600
7-D21PM	66276337571.765300	83005266560.64850	165661271729.57400
7-D22AM	65418585561.24990	139471508699.2280	123566854646.33500
7-D22PM	58575398354.23410	77546483007.13410	81741737042.27960
7-D23AM	141898279328.01000	188043153796.9130	258180300890.59600
7-D23PM	68284663287.540900	139726948382.67200	133306989118.40800
7-D24	98615455170.88070	131151872695.01600	141754766268.03500
7-D25	155712734175.09300	219057341233.1210	191444686734.6190
7-D28AM	52887478224.51520	129634355465.2360	38321319707.120700
7-D28PM	422821101714.0350	599327337592.4350	536734358566.5780
7-D29AM	225328482269.0080	442155826040.3840	567324597785.6800
7-D29PM	265324296711.94100	215679763578.09400	366862173206.0350
7-D2AM	2589441110.643520	3623034953.927830	3280450864.4269300
7-D2PM	19829603236.898300	31531182217.156200	42241006433.13330
7-D30AM	77971027675.9811	173284368483.66300	300788622557.1930
7-D30PM	171511385630.10700	143209334343.54900	191643118091.3610
7-D31AM	471532462784.57500	458085798320.0710	290862981355.4950
7-D31PM	649951840207.0670	918999931636.7470	898903378393.85
7-D32	229145571186.5650	265161784854.91100	160451864437.7600
7-D33	141008446492.93400	152483241613.50600	204980099727.96200
7-D35AM	119884735667.87000	190311484940.6180	229476142100.4280
7-D35PM	11395789800.134200	23796549363.920500	28405470591.75570
7-D36AM	233063732961.14800	243116268667.01500	331900800335.4620
7-D36PM	406873758004.3840	352145252892.5640	563391838926.4620
7-D37AM	118031723302.13400	74461807757.74330	95835049731.98430
7-D37PM	52444114751.81040	111536940144.53400	115216133310.80700
7-D38	35148008267.93180	44228010454.16130	64438171663.6356
7-D39	55409646423.448900	99368190765.5695	116256586349.09100
7-D3AM	10946482311.09660	21746698510.260700	18981141709.782600
7-D3PM	19361509194.19010	32039708437.1781	54491267308.9555
7-D42AM	62647045024.063100	150527394055.7050	71035753966.05720
7-D42PM	27680907007.048500	47807297244.12580	73291822019.2764
7-D43AM	38708480216.97930	36452479462.008500	62408470384.767600
7-D43PM	5772606103.200690	13989814412.266300	18098434322.126300
7-D44AM	28819777221.602100	40823752485.45370	43374834693.302100
7-D44PM	23325117304.710600	20428184296.906600	48888218328.557500
7-D45AM	21752596427.041800	19336210408.96850	29981047322.178400
7-D45PM	25747284666.187400	16301997692.929700	29677582904.04990
7-D46	9351300900.981020	16881905730.871600	22862167536.605100
7-D47	16894798330.22740	46962118331.67070	25426277171.400400
7-D4AM	23195960348.81300	21689526552.117900	28181795762.070900
7-D4PM	32867311337.640500	48800697380.78930	59786242756.64660
7-D5	54869398392.19180	63435443132.166900	89981573217.29620
7-D50AM	35978763068.902000	44266676277.05500	62475816369.73760
7-D50PM	21117068027.79850	74162360500.82910	31596212667.359600
7-D51AM	17823621872.251300	25780550052.189600	36258775498.49560
7-D51PM	64333079040.37170	58942732716.1006	52614346930.67370
7-D52AM	32957824425.55160	142994452041.35400	40583422152.804700
7-D52PM	22527038570.147700	52511364672.949500	58870620278.29830
7-D53	46761489268.11980	59700862826.44250	21169451917.62550
7-D54	17236937188.852900	30209629376.467500	37057172593.86020
7-D57AM	119578520352.17000	186620497328.83900	301739557712.8960
7-D58AM	79260815797.4774	140889616217.4190	137086899569.12500
7-D58PM	35391752767.63270	48767456132.9961	52327113454.21210
7-D59AM	35657318343.811600	55885638421.83850	57785845699.39600
7-D59PM	68089272866.68340	36322686681.01600	74336115138.07210
7-D6	61296626359.18080	114103017845.67300	76228502754.41450
7-D60AM	68859178682.47680	53518253903.806800	91034045957.69180
7-D60PM	87810002498.20710	91695090205.89530	125735649153.79600
7-D61	20943034678.70960	36547018209.13870	44416045487.48990
7-D62	22572226670.901000	39232447793.9489	57687116474.75280
7-D63	71936082041.47410	128007331830.71600	127772906537.58500
7-D64AM	5148949149.001280	12051852491.808400	11359829666.044100
7-D64PM	88671239199.41980	90156933342.07410	131925982969.74900
7-D7	159961120730.7830	68970229950.87740	126490528660.72000
7-D8	141699096262.60900	249270084581.09400	182027358910.57400
7-D9	53169131145.6187	35603991815.04280	130319379556.56800
8-D0AM	4590851.225968290	14729517.172592500	6405129.508864440
8-D0PM	12234076335.487700	13780188157.719100	20840518508.789200
8-D10	51884984948.4248	72719119013.42350	82459501896.11260
8-D11	150530264362.36700	326310286094.9640	103722959157.37200
8-D14	56748995713.15080	123124804264.76700	121139826885.06600
8-D16	69228697300.51220	39944842119.550400	55614083413.115000
8-D18	123294431770.77300	216928200084.3850	229218746586.36200
8-D1AM	21186229587.39540	30204752930.609100	21084846692.47210
8-D1PM	13696853823.690900	27147436265.803800	36969086015.73220
8-D21AM	27809687569.551500	51362341480.81170	36217137933.53550
8-D21PM	543815429323.58000	376386096816.4290	588291269110.0030
8-D22AM	115771055654.33000	165339937979.40000	149086894041.9880
8-D22PM	85183281864.68860	58290892567.34130	82189779627.6718
8-D23AM	51587884127.15870	80080696329.72090	56185487895.608800
8-D23PM	59140971374.01160	115338120259.03300	128103178790.36200
8-D24	128054188104.45000	203474523518.27800	214224908044.3370
8-D25	195480723076.85500	385784088851.42600	128984256495.13900
8-D28AM	89769314089.37870	35944874994.21600	69937578973.87160
8-D28PM	554069281078.3730	488570111568.5590	467767975858.0590
8-D29AM	273437349738.54000	396561071841.30700	200319827870.88400
8-D29PM	129716632398.674	58087476433.76510	129522074596.13300
8-D2AM	53110678752.539400	81419519241.03740	44971900034.71990
8-D2PM	23008658615.761700	24764147524.19810	34809785730.10710
8-D30AM	167929937292.13100	262269965433.00900	289473278712.8300
8-D30PM	47294517231.6808	124461392109.58300	112367572937.56900
8-D31AM	418963503320.68400	576162876670.0690	595768755824.1320
8-D31PM	417397100190.05100	391183289432.89000	366615099123.276
8-D32	6331310995.344950	11098058221.637400	5219041483.287890
8-D33	40724840397.11080	45141389614.56640	43864313922.623300
8-D35AM	140037241062.26000	170920055698.28800	220106681551.09000
8-D35PM	83695111093.49240	111256886192.65900	154561505254.30400
8-D36AM	116579472091.35200	138432374831.0780	192525428309.11700
8-D36PM	193156453021.1290	305051289570.5800	246533464058.71000
8-D37AM	49775639399.70540	110662692473.38900	47915056520.13040
8-D37PM	49268067090.83120	40794676937.785100	90021094957.55100
8-D38	99981890984.50010	43866089832.66440	107105288821.99600
8-D39	88990049133.09730	130777463546.72100	128533073787.17000
8-D3AM	30176078096.60880	31010144795.66560	56118006311.13080
8-D3PM	6044545437.871950	11492310348.320300	14639425692.9983
8-D42AM	76393644045.0135	75375975497.349	47131022586.46260
8-D42PM	27482292386.82980	33089165614.277900	48212430540.4523
8-D43AM	16199577653.667800	16158154322.25530	31498002319.42550
8-D43PM	17660560097.746500	15364304584.595800	4014851754.2072600
8-D44AM	25437554384.57970	44011316884.41260	48999043813.189000
8-D44PM	32387571825.95810	10991034411.096700	29251434411.725600
8-D45AM	13135005745.951800	9833450257.796840	17517772387.188600
8-D45PM	48794259320.18740	60667426025.75580	56147147983.84760
8-D46	13309132590.01930	7494205774.434780	13381107822.090800
8-D47	31652077153.655700	37082552481.10860	29707309306.07560
8-D4AM	21629751804.884600	27447934413.99360	33763761830.811500
8-D4PM	24215888604.327000	39092089685.88260	52092437390.08460
8-D5	12661649823.862000	21244111328.76820	28003942280.828500
8-D50AM	34226815803.75820	50521912007.42570	78129917576.93090
8-D50PM	47838251708.9684	35427738889.44370	50549238467.54140
8-D51AM	29130141628.725800	35149468386.45010	47823824239.5765
8-D51PM	70095829118.0824	86280519277.45420	38537018246.983
8-D52AM	61493065605.22890	89195628411.59070	109991649916.48100
8-D52PM	42247733500.07450	120773900446.97000	30921034905.722300
8-D53	19177377549.58560	35123286171.02480	17067926733.385800
8-D54	13360597013.165500	31830932273.457100	21852649608.235000
8-D57AM	69839661692.43080	117907156708.68300	152093549406.74800
8-D57PM	25377493858.11300	28353930830.823600	40991058938.38280
8-D58AM	36771022576.860800	46828406813.73250	41969841320.665700
8-D58PM	115331855718.3000	65110381614.14560	152757546877.43400
8-D59AM	86404583812.83070	75331883526.36690	104298304993.12900
8-D59PM	109028332752.39900	61628688858.52580	113470641858.23700
8-D6	33342670053.825100	49075680818.431000	71438024268.22500
8-D60AM	37904888259.68490	64343474826.12260	53302371514.67130
8-D60PM	144032649262.6790	163947257279.9530	71523669187.93760
8-D61	80764354790.4922	58480758692.87920	35262285042.06460
8-D62	71188028020.741	34973897499.300100	62152967010.545200
8-D63	24931459935.185200	51934617487.26660	59225563495.692600
8-D64AM	39199863671.20100	19117036050.28200	43320360925.89270
8-D64PM	70260896517.34090	137247493566.7200	155329482720.77700
8-D7	50021451878.2537	83056844696.9857	49135016051.16950
8-D8	95918033044.46890	204097700229.2670	57442604871.64630
8-D9	46438410405.457	60341607449.314100	97551920419.66090
9-D0AM	7158224.750443060	21449824.459478900	7026214.740282830
9-D0PM	3658018012.233920	4401767026.0163800	6461105215.63932
9-D10	49712731303.41690	44487103665.38670	93677701388.94270
9-D11	113883854922.35900	165061713118.07900	172115819542.88600
9-D14	34610659773.19140	68176888383.521800	57735749474.7951
9-D16	190138405945.528	380738445081.46000	384925571597.91800
9-D18	58489319511.176400	33534528846.18320	51178019434.843900
9-D1AM	10219591800.630300	17298510993.80040	15135030124.442700
9-D1PM	30688485795.359300	75944511633.95220	67745485625.7993
9-D21AM	20259352852.794600	49512832532.537300	61927375164.26510
9-D21PM	36600111750.13020	41683959136.728500	83863119329.91310
9-D22AM	142925558600.9330	115312626161.36400	190845683342.8290
9-D22PM	135497369385.97700	197380273642.136	236880701033.76800
9-D23AM	85655636034.03230	140827099845.51100	122218590991.03400
9-D23PM	55596892659.88460	43099394998.418000	65319829110.15180
9-D24	312925015886.26200	333915062336.2970	415706413625.74200
9-D25	139077192446.47100	244608967324.43800	161727470015.44000
9-D28AM	90053067330.82360	178896137959.1420	174377172811.09800
9-D28PM	535225254406.9570	260644391139.55600	637507646630.8120
9-D29AM	290041789141.00500	491864610125.8330	495258045296.0530
9-D29PM	395362169165.04200	133900824496.76600	311652522456.7350
9-D2AM	91510931387.80510	84931839697.7083	137930620343.7860
9-D2PM	106107139752.50200	140716599955.81800	150574862186.67500
9-D30AM	108921202465.69000	224113332808.5780	300428658825.8320
9-D30PM	552931724965.8200	749672357025.2660	889904898583.7560
9-D31AM	285466584544.59900	483258808074.13700	477242305950.11900
9-D31PM	403045690768.7130	376389311988.04300	558644049077.5990
9-D32	284133165348.352	263516642988.0860	93215746101.29960
9-D33	2423656824.2983800	3265885035.7990800	3454461016.3599200
9-D35AM	184617090212.553	238247720917.93100	257038697058.90400
9-D35PM	335733985878.2120	268954025762.8510	273822063132.42800
9-D36AM	57195845593.12380	52098113607.04130	77019924373.80460
9-D36PM	55139414234.59220	56861408156.99730	67346171356.50880
9-D37AM	57766274044.12650	89741797788.07340	91742354939.63450
9-D37PM	148114604313.41400	49292610081.52580	142628048734.39600
9-D38	47962804976.53300	65648298109.243500	78066231662.3748
9-D39	100136144037.40200	67961133717.26080	102204704880.76700
9-D3AM	23402444636.650300	55408687039.710000	4816661.298287000
9-D3PM	29458061286.53430	73134183764.79710	40253319006.793300
9-D42AM	88498792687.73440	44950938141.74950	85958279116.68450
9-D42PM	19426491104.244500	41398805389.51700	36711865368.976
9-D43AM	29661145688.985500	31134115726.097200	58493770123.638500
9-D43PM	23288214495.184900	30586446536.874500	20798124393.337100
9-D44AM	14054047370.360100	25220714278.959400	42609024465.33490
9-D44PM	37537364961.56040	65040376925.83450	40292213014.97000
9-D45AM	10283087771.592000	13256480521.68100	18179893823.882000
9-D45PM	20368268664.948900	33629914057.640100	38972265346.33870
9-D46	15126982476.649000	45020119589.50450	11823193177.625500
9-D47	29466032112.18550	41644976282.07360	46492955874.93720
9-D4AM	149413905920.4740	302446539338.0060	311674936139.795
9-D4PM	18012148690.081600	30228639546.848800	34388131949.57260
9-D5	30734333983.709300	33549094666.639700	38046880203.1122
9-D50AM	11566747466.714	24702901792.285200	37372246439.554900
9-D50PM	109595747932.97700	55216647820.13540	109825076714.02400
9-D51AM	26906727149.690200	27640086843.852300	37902643718.38270
9-D51PM	30761180414.233000	17545391326.468800	32112390139.509100
9-D52AM	27485086898.89140	66390556294.63240	92554718051.7722
9-D52PM	25831809925.910200	48763815025.97340	45343535321.867300
9-D53	43507096703.29780	29496746468.553600	65783529004.72180
9-D54	18260951105.812000	41187383003.90960	19004565978.350000
9-D57AM	54291035862.54280	61176708091.82080	100158709669.75500
9-D57PM	43595265606.877200	59436004259.09940	65480808037.07430
9-D58AM	79327186796.43240	123661472719.94500	110202692747.68500
9-D58PM	90169261607.30400	188211482267.91700	175440912464.65000
9-D59AM	233469413098.00800	419108034371.45000	517257788554.8110
9-D59PM	37660301256.427700	49081483893.60200	54668725438.72370
9-D6	15905122488.2172	34012866726.796500	31215795076.645800
9-D60AM	25129291236.366600	40207924468.07420	28553968934.582100
9-D60PM	51081856131.02400	70308806930.14220	72828511293.51370
9-D61	19593574400.745800	36556826497.27740	14135261662.83300
9-D62	61308994550.396500	72297899161.64320	81595279033.86650
9-D63	78681462015.3667	130023486107.79900	133458183204.8470
9-D64AM	117222857932.2450	106131302702.25900	123916245213.55500
9-D64PM	74201356754.30880	141438695999.35700	71974468747.65950
9-D7	64644365068.27260	115208660497.48000	53596686887.42160
9-D8	44197812061.081400	94556379048.02220	93106055855.15200
9-D9	108596993343.11500	124797859755.00000	137879692263.36200